Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),Engine Type,Engine Size Numeric,Horsepower Numeric,Torque Numeric,0-60 MPH Time Numeric,Price Numeric
Lexus,LC 500,2022,5,471,398,4.4,"102,550",Combustion,5.0,471.0,398.0,4.4,102550
Porsche,Taycan,2022,,469,479,3.8,"79,900",Unknown,,469.0,479.0,3.8,79900
Lamborghini,Aventador SVJ,2021,6.5,759,531,2.8,"517,770",Combustion,6.5,759.0,531.0,2.8,517770
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Audi,RS6 Avant,2021,4,591,590,3.5,"109,000",Combustion,4.0,591.0,590.0,3.5,109000
McLaren,600LT Spider,2021,3.8,592,457,2.8,"256,500",Combustion,3.8,592.0,457.0,2.8,256500
BMW,M4,2022,3,473,406,3.8,"71,800",Combustion,3.0,473.0,406.0,3.8,71800
Mercedes-Benz,AMG GT R,2021,4,577,516,3.5,"180,000",Combustion,4.0,577.0,516.0,3.5,180000
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,695",Combustion,6.2,650.0,650.0,3.5,64695
Ford,GT,2022,3.5,660,550,3,"500,000",Combustion,3.5,660.0,550.0,3.0,500000
Nissan,370Z Nismo,2021,3.7,350,276,5,"48,000",Combustion,3.7,350.0,276.0,5.0,48000
Porsche,Panamera Turbo S E-Hybrid,2021,4,690,642,3,"190,000",Combustion,4.0,690.0,642.0,3.0,190000
Lamborghini,Urus,2021,4,641,627,3.5,"218,000",Combustion,4.0,641.0,627.0,3.5,218000
Ferrari,Portofino M,2021,3.9,612,561,3.4,"235,000",Combustion,3.9,612.0,561.0,3.4,235000
Audi,TT RS,2022,2.5,394,354,3.6,"67,600",Combustion,2.5,394.0,354.0,3.6,67600
McLaren,Artura,2022,3,671,531,3,"225,000",Combustion,3.0,671.0,531.0,3.0,225000
BMW,M2 CS,2022,3,444,406,3.8,"84,595",Combustion,3.0,444.0,406.0,3.8,84595
Mercedes-Benz,SLS AMG Black Series,2021,6.2,622,468,3.5,"335,000",Combustion,6.2,622.0,468.0,3.5,335000
Chevrolet,Camaro SS,2021,6.2,455,455,4,"42,000",Combustion,6.2,455.0,455.0,4.0,42000
Porsche,718 Boxster,2022,2,300,280,4.9,"63,000",Combustion,2.0,300.0,280.0,4.9,63000
Lamborghini,Aventador SVJ,2020,6.5,759,531,2.8,"573,966",Combustion,6.5,759.0,531.0,2.8,573966
Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Audi,TT RS Coupe,2022,2.5,394,354,3.5,"68,000",Combustion,2.5,394.0,354.0,3.5,68000
McLaren,GT,2020,4,612,465,3.1,"210,000",Combustion,4.0,612.0,465.0,3.1,210000
BMW,Z4 Roadster,2022,2,255,295,5.2,"50,000",Combustion,2.0,255.0,295.0,5.2,50000
Mercedes-Benz,SLS AMG,2015,6.2,622,468,3.6,"200,000",Combustion,6.2,622.0,468.0,3.6,200000
Chevrolet,Camaro SS Convertible,2022,6.2,455,455,4,"49,000",Combustion,6.2,455.0,455.0,4.0,49000
Ford,GT,2021,3.5,660,550,2.9,"500,000",Combustion,3.5,660.0,550.0,2.9,500000
Nissan,370Z Coupe,2020,3.7,332,270,5,"30,090",Combustion,3.7,332.0,270.0,5.0,30090
Aston Martin,Vantage,2021,4,503,505,3.6,"142,086",Combustion,4.0,503.0,505.0,3.6,142086
Bentley,Continental GT,2022,6,626,664,3.3,"225,000",Combustion,6.0,626.0,664.0,3.3,225000
Bugatti,Chiron,2021,8,1479,1180,2.4,"3,000,000",Combustion,8.0,1479.0,1180.0,2.4,3000000
Dodge,Challenger SRT Hellcat,2022,6.2,717,656,3.5,"68,000",Combustion,6.2,717.0,656.0,3.5,68000
Jaguar,F-Type,2022,2,296,295,5.4,"63,700",Combustion,2.0,296.0,295.0,5.4,63700
Lotus,Evora GT,2021,3.5,416,317,3.8,"100,000",Combustion,3.5,416.0,317.0,3.8,100000
Maserati,GranTurismo,2022,4.7,454,384,4.7,"150,980",Combustion,4.7,454.0,384.0,4.7,150980
Aston Martin,DBS Superleggera,2021,5.2,715,664,3.2,"304,995",Combustion,5.2,715.0,664.0,3.2,304995
Lotus,Evora GT,2021,3.5,416,317,3.8,"98,395",Combustion,3.5,416.0,317.0,3.8,98395
Porsche,Panamera Turbo S E-Hybrid,2021,4,689,642,3,"190,000",Combustion,4.0,689.0,642.0,3.0,190000
Lamborghini,Aventador SVJ,2021,6.5,759,531,2.8,"517,000",Combustion,6.5,759.0,531.0,2.8,517000
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Audi,RS7,2022,4,591,590,3.5,"117,000",Combustion,4.0,591.0,590.0,3.5,117000
Mercedes-Benz,S63 AMG,2021,4,603,664,3.4,"168,000",Combustion,4.0,603.0,664.0,3.4,168000
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,500",Combustion,6.2,650.0,650.0,3.5,64500
Ford,GT,2021,3.5,660,550,2.8,"500,000",Combustion,3.5,660.0,550.0,2.8,500000
Nissan,370Z Nismo,2021,3.7,350,276,4.7,"46,000",Combustion,3.7,350.0,276.0,4.7,46000
Porsche,718 Cayman GT4,2022,4,414,309,4.2,"102,000",Combustion,4.0,414.0,309.0,4.2,102000
Mercedes-AMG,C63 S Coupe,2021,4,503,516,3.7,"77,500",Combustion,4.0,503.0,516.0,3.7,77500
Aston Martin,Vantage,2021,4,503,505,3.5,"147,000",Combustion,4.0,503.0,505.0,3.5,147000
McLaren,570S,2021,3.8,562,443,3.1,"193,000",Combustion,3.8,562.0,443.0,3.1,193000
BMW,M5,2022,4.4,600,553,3.2,"103,500",Combustion,4.4,600.0,553.0,3.2,103500
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,000",Combustion,6.2,717.0,656.0,3.5,64000
Lexus,LC 500,2021,5,471,398,4.4,"92,950",Combustion,5.0,471.0,398.0,4.4,92950
Mercedes-AMG,GT 63 S,2021,4,630,664,3.1,"162,000",Combustion,4.0,630.0,664.0,3.1,162000
Audi,TT RS,2021,2.5,394,354,3.6,"67,600",Combustion,2.5,394.0,354.0,3.6,67600
Acura,NSX,2021,3.5,573,476,2.9,"157,500",Combustion,3.5,573.0,476.0,2.9,157500
Porsche,Cayman GT4,2021,4,414,309,4.2,"102,000",Combustion,4.0,414.0,309.0,4.2,102000
Lamborghini,Aventador S,2021,6.5,730,509,2.9,"417,826",Combustion,6.5,730.0,509.0,2.9,417826
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Audi,RS 5,2022,2.9,444,443,3.5,"76,700",Combustion,2.9,444.0,443.0,3.5,76700
McLaren,570S Spider,2020,3.8,562,443,3.1,"208,800",Combustion,3.8,562.0,443.0,3.1,208800
BMW,M2 Competition,2022,3,405,406,4.2,"58,900",Combustion,3.0,405.0,406.0,4.2,58900
Mercedes-Benz,C 63 AMG,2022,4,469,479,3.9,"69,000",Combustion,4.0,469.0,479.0,3.9,69000
Chevrolet,Camaro SS,2021,6.2,455,455,4,"42,000",Combustion,6.2,455.0,455.0,4.0,42000
Ford,Mustang GT,2022,5,460,420,4.5,"43,000",Combustion,5.0,460.0,420.0,4.5,43000
Dodge,Challenger R/T,2021,5.7,372,400,5.1,"35,000",Combustion,5.7,372.0,400.0,5.1,35000
Aston Martin,Vantage,2021,4,503,505,3.6,"151,000",Combustion,4.0,503.0,505.0,3.6,151000
Lotus,Evora GT,2021,3.5,416,317,3.8,"105,000",Combustion,3.5,416.0,317.0,3.8,105000
Alfa Romeo,4C Spider,2020,1.7,237,258,4.1,"69,000",Combustion,1.7,237.0,258.0,4.1,69000
Jaguar,F-Type,2022,2,296,295,5.4,"62,500",Combustion,2.0,296.0,295.0,5.4,62500
Tesla,Roadster,2022,Electric,1000,737,1.9,"200,000",Electric,,1000.0,737.0,1.9,200000
Koenigsegg,Jesko,2022,5,1600,1106,2.5,"3,000,000",Combustion,5.0,1600.0,1106.0,2.5,3000000
Bugatti,Chiron Super Sport 300+,2021,8,1578,1180,2.4,"5,200,000",Combustion,8.0,1578.0,1180.0,2.4,5200000
Rimac,Nevera,2021,Electric,1914,1696,1.85,"2,400,000",Electric,,1914.0,1696.0,1.85,2400000
Porsche,Cayman GT4,2022,4,414,309,4.2,"102,100",Combustion,4.0,414.0,309.0,4.2,102100
Chevrolet,Camaro ZL1,2022,6.2,650,650,3.5,"63,000",Combustion,6.2,650.0,650.0,3.5,63000
Aston Martin,Vantage,2021,4,503,505,3.5,"142,086",Combustion,4.0,503.0,505.0,3.5,142086
Alfa Romeo,Giulia Quadrifoglio,2022,2.9,505,443,3.8,"83,250",Combustion,2.9,505.0,443.0,3.8,83250
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"65,000",Combustion,6.2,717.0,656.0,3.5,65000
Lexus,LC 500,2022,5,471,398,4.4,"93,050",Combustion,5.0,471.0,398.0,4.4,93050
Audi,RS 7 Sportback,2021,4,591,590,3.5,"114,000",Combustion,4.0,591.0,590.0,3.5,114000
BMW,M4 Competition,2022,3,503,479,3.8,"74,700",Combustion,3.0,503.0,479.0,3.8,74700
Mercedes-Benz,C63 S AMG,2022,4,503,516,3.9,"77,600",Combustion,4.0,503.0,516.0,3.9,77600
Ford,GT,2022,3.5,660,550,2.9,"500,000",Combustion,3.5,660.0,550.0,2.9,500000
McLaren,GT,2021,4,620,465,3.1,"210,000",Combustion,4.0,620.0,465.0,3.1,210000
Porsche,Panamera Turbo S,2022,4,630,604,2.9,"181,100",Combustion,4.0,630.0,604.0,2.9,181100
Lamborghini,Aventador S,2021,6.5,730,507,2.9,"417,826",Combustion,6.5,730.0,507.0,2.9,417826
Aston Martin,DBS Superleggera,2022,5.2,715,664,3.2,"329,100",Combustion,5.2,715.0,664.0,3.2,329100
Audi,TT RS,2022,2.5,394,354,3.6,"67,600",Combustion,2.5,394.0,354.0,3.6,67600
Mercedes-Benz,AMG C43 Coupe,2021,3,385,384,4.5,"59,900",Combustion,3.0,385.0,384.0,4.5,59900
BMW,i8,2022,1.5,369,184,4.2,"147,500",Combustion,1.5,369.0,184.0,4.2,147500
Chevrolet,Corvette Stingray,2021,6.2,490,465,2.9,"59,900",Combustion,6.2,490.0,465.0,2.9,59900
Porsche,Taycan,2022,2.0 (Electric),469,263,3.8,"81,250",Electric,,469.0,263.0,3.8,81250
Lamborghini,Aventador,2021,6.5,730,509,2.9,"517,000",Combustion,6.5,730.0,509.0,2.9,517000
Ferrari,Roma,2021,3.9,611,560,3.3,"222,620",Combustion,3.9,611.0,560.0,3.3,222620
Audi,RS7,2022,4,591,590,3.5,"115,000",Combustion,4.0,591.0,590.0,3.5,115000
McLaren,GT,2021,4,612,465,3.1,"210,000",Combustion,4.0,612.0,465.0,3.1,210000
BMW,M2,2022,3,405,406,4.2,"58,900",Combustion,3.0,405.0,406.0,4.2,58900
Mercedes-Benz,C63 AMG,2021,4,469,479,3.9,"77,000",Combustion,4.0,469.0,479.0,3.9,77000
Chevrolet,Camaro SS,2021,6.2,455,455,4.1,"43,995",Combustion,6.2,455.0,455.0,4.1,43995
Ford,Mustang Mach 1,2021,5,480,420,4.1,"51,720",Combustion,5.0,480.0,420.0,4.1,51720
Nissan,370Z Nismo,2021,3.7,350,276,4.8,"46,610",Combustion,3.7,350.0,276.0,4.8,46610
Porsche,Panamera,2022,2.9,325,331,5.3,"88,550",Combustion,2.9,325.0,331.0,5.3,88550
Lamborghini,Urus,2021,4,641,627,3.6,"218,009",Combustion,4.0,641.0,627.0,3.6,218009
Ferrari,SF90 Stradale,2021,4.0 (Hybrid),986,590,2.5,"625,000",Hybrid,4.0,986.0,590.0,2.5,625000
Audi,RS6,2022,4,591,590,3.5,"120,000",Combustion,4.0,591.0,590.0,3.5,120000
McLaren,570S,2021,3.8,562,443,3.1,"192,500",Combustion,3.8,562.0,443.0,3.1,192500
BMW,M4,2022,3,503,479,3.8,"74,000",Combustion,3.0,503.0,479.0,3.8,74000
Mercedes-Benz,AMG A45,2021,2,382,354,4,"50,000",Combustion,2.0,382.0,354.0,4.0,50000
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,995",Combustion,6.2,650.0,650.0,3.5,63995
Acura,NSX,2021,3.5,573,476,2.7,"157,500",Combustion,3.5,573.0,476.0,2.7,157500
Aston Martin,Vantage,2021,4,503,505,3.5,"142,086",Combustion,4.0,503.0,505.0,3.5,142086
Bentley,Continental GT,2021,4,542,568,3.3,"202,500",Combustion,4.0,542.0,568.0,3.3,202500
Bugatti,Chiron,2022,8,1479,1180,2.4,"2,900,000",Combustion,8.0,1479.0,1180.0,2.4,2900000
Ferrari,F8 Tributo,2022,3.9,710,568,2.8,"275,000",Combustion,3.9,710.0,568.0,2.8,275000
Lamborghini,Aventador,2021,6.5,730,509,2.9,"517,000",Combustion,6.5,730.0,509.0,2.9,517000
McLaren,GT,2021,4,612,465,3.1,"201,500",Combustion,4.0,612.0,465.0,3.1,201500
Mercedes-Benz,AMG GT R,2021,4,577,516,3.5,"183,000",Combustion,4.0,577.0,516.0,3.5,183000
Porsche,Taycan Turbo S,2021,Electric,750,774,2.6,"185,000",Electric,,750.0,774.0,2.6,185000
Audi,RS7,2021,4,591,590,3.5,"114,000",Combustion,4.0,591.0,590.0,3.5,114000
BMW,M4,2021,3,473,406,4.1,"71,800",Combustion,3.0,473.0,406.0,4.1,71800
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Combustion,6.2,650.0,650.0,3.5,63000
Dodge,Challenger SRT Hellcat Redeye,2022,6.2,797,707,3.5,"80,190",Combustion,6.2,797.0,707.0,3.5,80190
Ford,GT,2022,3.5,660,550,2.8,"500,000",Combustion,3.5,660.0,550.0,2.8,500000
Jaguar,F-Type,2021,3,380,339,4.4,"62,750",Combustion,3.0,380.0,339.0,4.4,62750
Lexus,LC 500,2021,5,471,398,4.4,"92,000",Combustion,5.0,471.0,398.0,4.4,92000
Lotus,Evija,2021,Electric,2000,1254,2.8,"2,800,000",Electric,,2000.0,1254.0,2.8,2800000
Maserati,GranTurismo,2021,Electric,550,,2.8,"200,000",Electric,,550.0,,2.8,200000
Nissan,370Z,2021,3.7,332,270,5,"30,090",Combustion,3.7,332.0,270.0,5.0,30090
Rolls-Royce,Ghost,2021,6.8,563,627,4.6,"332,500",Combustion,6.8,563.0,627.0,4.6,332500
Porsche,Taycan,2021,2,402,254,5.1,"81,250",Combustion,2.0,402.0,254.0,5.1,81250
Aston Martin,DB11,2021,4,630,516,3.7,"198,995",Combustion,4.0,630.0,516.0,3.7,198995
Lotus,Evora GT,2021,3.5,416,317,3.8,"105,000",Combustion,3.5,416.0,317.0,3.8,105000
Acura,NSX,2022,3.5,573,476,2.7,"157,500",Combustion,3.5,573.0,476.0,2.7,157500
Tesla,Roadster,2022,0,"10,000","7,376",1.9,"200,000",Electric,,,,1.9,200000
Chevrolet,Camaro,2022,6.2,455,455,4,"25,000",Combustion,6.2,455.0,455.0,4.0,25000
Dodge,Charger,2021,6.2,797,707,3.3,"72,000",Combustion,6.2,797.0,707.0,3.3,72000
Jaguar,F-Type,2021,3,380,339,4.9,"62,750",Combustion,3.0,380.0,339.0,4.9,62750
Lexus,LC 500,2021,5,471,398,4.4,"93,000",Combustion,5.0,471.0,398.0,4.4,93000
BMW,M4,2022,3,473,406,4.1,"71,800",Combustion,3.0,473.0,406.0,4.1,71800
Ford,GT,2021,3.5,660,550,2.9,"500,000",Combustion,3.5,660.0,550.0,2.9,500000
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,980",Combustion,4.7,454.0,384.0,4.7,150980
McLaren,600LT,2021,3.8,592,457,2.8,"256,500",Combustion,3.8,592.0,457.0,2.8,256500
Mercedes-Benz,SLS AMG,2021,6.2,622,468,3.6,"254,995",Combustion,6.2,622.0,468.0,3.6,254995
Nissan,370Z,2021,3.7,332,270,5.2,"30,000",Combustion,3.7,332.0,270.0,5.2,30000
Audi,RS 7,2021,4,591,590,3.4,"114,000",Combustion,4.0,591.0,590.0,3.4,114000
Bentley,Continental GT,2021,4,542,568,3.9,"220,000",Combustion,4.0,542.0,568.0,3.9,220000
Bugatti,Chiron,2021,8,"1,500","1,180",2.4,"3,000,000",Combustion,8.0,1500.0,1180.0,2.4,3000000
Porsche,Cayman,2022,2,300,280,4.5,"59,900",Combustion,2.0,300.0,280.0,4.5,59900
Aston Martin,Vantage,2021,4,503,505,3.5,"147,000",Combustion,4.0,503.0,505.0,3.5,147000
Alfa Romeo,4C Spider,2020,1.7,237,258,4.1,"67,150",Combustion,1.7,237.0,258.0,4.1,67150
Audi,RS 5,2022,2.9,444,443,3.5,"75,100",Combustion,2.9,444.0,443.0,3.5,75100
BMW,M2,2022,3,405,406,4,"58,900",Combustion,3.0,405.0,406.0,4.0,58900
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"60,695",Combustion,6.2,717.0,656.0,3.5,60695
Ferrari,F8 Spider,2022,3.9,710,568,2.9,"274,390",Combustion,3.9,710.0,568.0,2.9,274390
Jaguar,F-Type,2021,3,296,295,5.4,"64,700",Combustion,3.0,296.0,295.0,5.4,64700
Lamborghini,Aventador,2021,6.5,759,531,2.9,"517,770",Combustion,6.5,759.0,531.0,2.9,517770
Lexus,LC 500,2022,5,471,398,4.4,"92,950",Combustion,5.0,471.0,398.0,4.4,92950
Lotus,Evora GT,2021,3.5,416,317,3.8,"99,990",Combustion,3.5,416.0,317.0,3.8,99990
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,800",Combustion,4.7,454.0,384.0,4.7,150800
McLaren,GT,2021,4,612,465,3.1,"210,000",Combustion,4.0,612.0,465.0,3.1,210000
Mercedes-Benz,AMG C 63,2021,4,469,479,3.8,"67,600",Combustion,4.0,469.0,479.0,3.8,67600
Nissan,370Z Nismo,2021,3.7,350,276,4.5,"45,790",Combustion,3.7,350.0,276.0,4.5,45790
Porsche,Panamera,2022,2.9,325,331,5.3,"88,800",Combustion,2.9,325.0,331.0,5.3,88800
Subaru,WRX STI,2021,2.5,310,290,5.2,"38,170",Combustion,2.5,310.0,290.0,5.2,38170
Tesla,Roadster,2022,,"10,000+",,1.9,"200,000",Unknown,,,,1.9,200000
Porsche,718 Cayman,2022,2,300,280,4.9,"61,500",Combustion,2.0,300.0,280.0,4.9,61500
Lamborghini,Aventador,2021,6.5,729,509,2.9,"393,695",Combustion,6.5,729.0,509.0,2.9,393695
Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Audi,RS5 Coupe,2022,2.9,444,443,3.5,"76,350",Combustion,2.9,444.0,443.0,3.5,76350
McLaren,570S,2021,3.8,562,443,3.1,"202,000",Combustion,3.8,562.0,443.0,3.1,202000
BMW,M2,2022,3,405,406,4,"58,900",Combustion,3.0,405.0,406.0,4.0,58900
Mercedes-Benz,SL,2022,3,429,384,4.4,"96,000",Combustion,3.0,429.0,384.0,4.4,96000
Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",Combustion,6.2,455.0,455.0,4.0,25000
Ford,GT,2022,3.5,660,550,2.8,"500,000",Combustion,3.5,660.0,550.0,2.8,500000
Nissan,370Z,2021,3.7,332,270,5.3,"33,000",Combustion,3.7,332.0,270.0,5.3,33000
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"75,250",Combustion,2.9,505.0,443.0,3.8,75250
Aston Martin,DB11,2022,4,630,516,3.7,"201,495",Combustion,4.0,630.0,516.0,3.7,201495
Bentley,Continental GT,2021,6,626,664,3.3,"201,000",Combustion,6.0,626.0,664.0,3.3,201000
Dodge,Challenger,2021,6.4,485,475,3.8,"62,000",Combustion,6.4,485.0,475.0,3.8,62000
Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",Combustion,5.0,575.0,516.0,3.5,103200
Lexus,LC 500,2022,5,471,398,4.4,"92,950",Combustion,5.0,471.0,398.0,4.4,92950
Lotus,Evora GT,2021,3.5,416,317,3.8,"99,000",Combustion,3.5,416.0,317.0,3.8,99000
Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,000",Combustion,4.7,454.0,384.0,4.7,150000
Porsche,Cayman GT4,2021,4,414,309,4.2,"102,500",Combustion,4.0,414.0,309.0,4.2,102500
Aston Martin,Vantage,2022,4,503,505,3.5,"149,995",Combustion,4.0,503.0,505.0,3.5,149995
Dodge,Charger SRT Hellcat,2022,6.2,717,650,3.5,"78,595",Combustion,6.2,717.0,650.0,3.5,78595
Audi,RS 7,2021,4,591,590,3.5,"114,000",Combustion,4.0,591.0,590.0,3.5,114000
Chevrolet,Camaro SS,2022,6.2,455,455,4.1,"37,500",Combustion,6.2,455.0,455.0,4.1,37500
Ford,Mustang GT,2022,5,460,420,4,"38,500",Combustion,5.0,460.0,420.0,4.0,38500
Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",Combustion,5.0,575.0,516.0,3.5,103200
Lexus,LC 500,2022,5,471,398,4.4,"92,950",Combustion,5.0,471.0,398.0,4.4,92950
McLaren,570S,2021,3.8,562,443,3.1,"208,800",Combustion,3.8,562.0,443.0,3.1,208800
Mercedes-Benz,AMG C63,2022,4,469,479,3.8,"71,450",Combustion,4.0,469.0,479.0,3.8,71450
Nissan,370Z Nismo,2021,3.7,350,276,4.9,"47,820",Combustion,3.7,350.0,276.0,4.9,47820
Porsche,Panamera GTS,2021,4,473,457,3.9,"134,150",Combustion,4.0,473.0,457.0,3.9,134150
Audi,TT RS,2022,2.5,394,354,3.6,"67,600",Combustion,2.5,394.0,354.0,3.6,67600
BMW,M4,2021,3,473,406,3.8,"71,800",Combustion,3.0,473.0,406.0,3.8,71800
Ferrari,F8 Tributo,2021,3.9,710,568,2.8,"274,280",Combustion,3.9,710.0,568.0,2.8,274280
Lamborghini,Aventador,2021,6.5,770,531,2.9,"393,695",Combustion,6.5,770.0,531.0,2.9,393695
McLaren,GT,2021,4,612,465,3.1,"250,000",Combustion,4.0,612.0,465.0,3.1,250000
Mercedes-Benz,AMG GT 4-Door Coupe,2021,4,630,664,3.1,"171,200",Combustion,4.0,630.0,664.0,3.1,171200
Aston Martin,DBS Superleggera,2022,5.2,715,663,3.4,"321,000",Combustion,5.2,715.0,663.0,3.4,321000
Lotus,Evora GT,2021,3.5,416,317,3.8,"100,500",Combustion,3.5,416.0,317.0,3.8,100500
Porsche,Taycan Turbo S,2021,Electric,750,774,2.6,"185,000",Electric,,750.0,774.0,2.6,185000
McLaren,570S,2021,3.8,562,443,3.1,"195,000",Combustion,3.8,562.0,443.0,3.1,195000
Lamborghini,Aventador SVJ,2021,6.5,759,531,2.8,"517,770",Combustion,6.5,759.0,531.0,2.8,517770
Ford,GT,2021,3.5,660,550,3,"500,000",Combustion,3.5,660.0,550.0,3.0,500000
Audi,RS7 Sportback,2022,4,591,590,3.5,"114,000",Combustion,4.0,591.0,590.0,3.5,114000
BMW,M4,2022,3,473,406,4.1,"72,800",Combustion,3.0,473.0,406.0,4.1,72800
Mercedes-AMG,C63 S,2022,4,503,516,3.7,"78,100",Combustion,4.0,503.0,516.0,3.7,78100
Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",Combustion,6.2,650.0,650.0,3.5,63000
Dodge,Charger Hellcat,2021,6.2,717,650,3.6,"70,000",Combustion,6.2,717.0,650.0,3.6,70000
Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"78,450",Combustion,2.9,505.0,443.0,3.8,78450
Tesla,Model S Plaid,2022,Electric,"1,020","1,050",1.9,"141,190",Electric,,1020.0,1050.0,1.9,141190
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Porsche,Panamera Turbo S E-Hybrid,2021,Hybrid,689,642,3,"190,000",Hybrid,,689.0,642.0,3.0,190000
McLaren,Artura,2022,3,671,531,3,"225,000",Combustion,3.0,671.0,531.0,3.0,225000
Lamborghini,Urus,2021,4,641,627,3.6,"222,000",Combustion,4.0,641.0,627.0,3.6,222000
Ford,Mustang Mach 1,2021,5,480,420,4,"52,915",Combustion,5.0,480.0,420.0,4.0,52915
Porsche,911,2022,3,379,331,4,"101,200",Combustion,3.0,379.0,331.0,4.0,101200
Lamborghini,Huracan,2021,5.2,630,443,2.8,"274,390",Combustion,5.2,630.0,443.0,2.8,274390
Ferrari,488 GTB,2022,3.9,661,561,3,"333,750",Combustion,3.9,661.0,561.0,3.0,333750
Audi,R8,2022,5.2,562,406,3.2,"142,700",Combustion,5.2,562.0,406.0,3.2,142700
McLaren,720S,2021,4,710,568,2.7,"298,000",Combustion,4.0,710.0,568.0,2.7,298000
BMW,M8,2022,4.4,617,553,3.1,"130,000",Combustion,4.4,617.0,553.0,3.1,130000
Mercedes-Benz,AMG GT,2021,4,523,494,3.8,"118,500",Combustion,4.0,523.0,494.0,3.8,118500
Chevrolet,Corvette,2021,6.2,490,465,2.8,"59,900",Combustion,6.2,490.0,465.0,2.8,59900
Ford,Mustang Shelby GT500,2022,5.2,760,625,3.5,"81,000",Combustion,5.2,760.0,625.0,3.5,81000
Nissan,GT-R Nismo,2021,3.8,600,481,2.5,"212,000",Combustion,3.8,600.0,481.0,2.5,212000
Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,195",Combustion,6.2,717.0,656.0,3.5,64195
Aston Martin,Vantage,2021,4,503,505,3.6,"147,000",Combustion,4.0,503.0,505.0,3.6,147000
Bugatti,Chiron,2022,8,1500,1180,2.5,"3,900,000",Combustion,8.0,1500.0,1180.0,2.5,3900000
Koenigsegg,Jesko,2022,5,1280,1015,2.5,"3,000,000",Combustion,5.0,1280.0,1015.0,2.5,3000000
Pagani,Huayra,2021,6,764,740,2.8,"2,600,000",Combustion,6.0,764.0,740.0,2.8,2600000
Rimac,Nevera,2022,Electric,1914,1696,1.85,"2,400,000",Electric,,1914.0,1696.0,1.85,2400000
Lotus,Evija,2022,Electric,1973,1254,2.5,"2,000,000",Electric,,1973.0,1254.0,2.5,2000000
Pininfarina,Battista,2021,Electric,1872,1696,1.9,"2,500,000",Electric,,1872.0,1696.0,1.9,2500000
Maserati,MC20,2021,3,621,538,2.9,"210,000",Combustion,3.0,621.0,538.0,2.9,210000
Porsche,Cayman,2021,2,300,280,5.1,"59,900",Combustion,2.0,300.0,280.0,5.1,59900
Lamborghini,Aventador,2021,6.5,730,509,2.9,"393,695",Combustion,6.5,730.0,509.0,2.9,393695
Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",Combustion,4.0,986.0,590.0,2.5,625000
Audi,RS 5,2021,2.9,444,443,3.5,"75,100",Combustion,2.9,444.0,443.0,3.5,75100
McLaren,GT,2022,4,612,465,3.1,"210,000",Combustion,4.0,612.0,465.0,3.1,210000
BMW,M2,2021,3,405,406,4,"58,900",Combustion,3.0,405.0,406.0,4.0,58900
Mercedes-Benz,SLS AMG,2021,6.3,622,468,3.6,"254,500",Combustion,6.3,622.0,468.0,3.6,254500
Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",Combustion,6.2,455.0,455.0,4.0,25000
Ford,Mustang,2021,2.3,310,350,5.3,"27,205",Combustion,2.3,310.0,350.0,5.3,27205
Nissan,370Z,2021,3.7,332,270,5.1,"30,090",Combustion,3.7,332.0,270.0,5.1,30090
Aston Martin,Vantage,2021,4,503,505,3.6,"146,000",Combustion,4.0,503.0,505.0,3.6,146000
Bugatti,Chiron,2021,8,1479,1180,2.4,"3,000,000",Combustion,8.0,1479.0,1180.0,2.4,3000000
